CIAD,Uso,Código OACI,Nome,Município,UF,Município Servido,UF Servido,longitude,latitude,Altitude,Operação Diurna,Operação Noturna,Designação 1,Comprimento 1,Largura 1,Resistência 1,Superfície 1,Designação 2,Comprimento 2,Largura 2,Resistência 2,Superfície 2,Situação,Validade do Registro,Portaria de Registro,Link Portaria,AntesLongitude,AntesLatitude
MS0345,Privado,SSWT,Fazenda Vaticano,NIOAQUE,Mato Grosso do Sul,,,-56.1202777777800,-21.2852777777778,"320,00",VFR,Sem Operação,01/19,"900,00","20,00",4000 Kg / 0.50 MPa,Cascalho,,,,,,,10/01/2024,PA2016-1118,https://pergamum.anac.gov.br/arquivos/PA2016-1118.pdf,"056°07'13.0W""","21°17'07.0S"""
MS0346,Privado,SSXA,Asas do MS,FÁTIMA DO SUL,Mato Grosso do Sul,,,-54.5583333333300,-22.3386111111111,"350,00",VFR,Sem Operação,07/25,"600,00","18,00",5000 Kg / 0.50 MPa,Grama,,,,,,,26/04/2028,PA2018-1284,https://pergamum.anac.gov.br/arquivos/PA2018-1284.pdf,"054°33'30.0W""","22°20'19.0S"""
MS0347,Privado,SSXF,Fátima do Sul,FÁTIMA DO SUL,Mato Grosso do Sul,,,-54.5513888888900,-22.3613888888889,"321,00",VFR,Sem Operação,07/25,"700,00","18,00",5000 Kg / 0.50 MPa,Cascalho,,,,,,,17/02/2026,PA2016-0295,https://pergamum.anac.gov.br/arquivos/PA2016-0295.pdf,"054°33'05.0W""","22°21'41.0S"""
MS0348,Privado,SSXM,Fazenda Guaciara,JATEÍ,Mato Grosso do Sul,,,-53.8800000000000,-22.7858333333333,"325,00",VFR,Sem Operação,09/27,"770,00","30,00",5000 Kg / 0.50 MPa,Terra,,,,,,,10/06/2023,PA2014-0563,https://pergamum.anac.gov.br/arquivos/PA2014-0563.pdf,"053°52'48.0W""","22°47'09.0S"""
MS0349,Privado,SSXQ,Fazenda Jota III,INOCÊNCIA,Mato Grosso do Sul,,,-51.9716666666700,-19.3311111111111,"518,00",VFR,Sem Operação,10/28,"900,00","20,00",5000 Kg / 0.50 MPa,Terra,,,,,,,29/05/2023,PA2014-0561,https://pergamum.anac.gov.br/arquivos/PA2014-0561.pdf,"051°58'18.0W""","19°19'52.0S"""
MS0350,Privado,SSXU,Fazenda Aurora,JARDIM,Mato Grosso do Sul,,,-56.6116666666700,-21.5233333333333,"230,00",VFR,Sem Operação,17/35,"700,00","35,00",5700 Kg / 0.50 MPa,Grama,,,,,,,16/09/2023,PA2013-2381,https://pergamum.anac.gov.br/arquivos/PA2013-2381.pdf,"056°36'42.0W""","21°31'24.0S"""
MS0351,Privado,SSXV,Fazenda Santa Rita,NAVIRAÍ,Mato Grosso do Sul,,,-54.1061111111100,-22.9438888888889,"350,00",VFR,Sem Operação,02/20,"1.000,00","20,00",5000 Kg / 0.50 MPa,Terra,,,,,,,10/04/2025,PA2015-0853,https://pergamum.anac.gov.br/arquivos/PA2015-0853.pdf,"054°06'22.0W""","22°56'38.0S"""
MS0352,Privado,SSXW,Fazenda São Paulo,IVINHEMA,Mato Grosso do Sul,,,-53.8488888888900,-22.2955555555556,"364,00",VFR,Sem Operação,03/21,"1.100,00","30,00",2500 Kg / 0.50 MPa,Grama,,,,,,,16/07/2025,PA2015-1835,https://pergamum.anac.gov.br/arquivos/PA2015-1835.pdf,"053°50'56.0W""","22°17'44.0S"""
MS0353,Privado,SSYN,Fazenda Guarani,NOVA ANDRADINA,Mato Grosso do Sul,,,-53.5683333333300,-22.1641666666667,"301,00",VFR,Sem Operação,08/26,"1.000,00","23,00",5000 Kg / 0.50 MPa,Grama,,,,,,,08/02/2027,PA2017-0297,https://pergamum.anac.gov.br/arquivos/PA2017-0297.pdf,"053°34'06.0W""","22°09'51.0S"""
MS0355,Privado,SSYY,Fazenda Fundãozinho,COSTA RICA,Mato Grosso do Sul,,,-53.1547222222200,-18.9525,"586,00",VFR,Sem Operação,10/28,"1.000,00","20,00",5000 Kg / 0.50 MPa,Terra,,,,,,,09/11/2022,PA2018-0104,https://pergamum.anac.gov.br/arquivos/PA2018-0104.pdf,"053°09'17.0W""","18°57'09.0S"""
MS0356,Privado,SSYZ,Fazenda Cedro,ARAL MOREIRA,Mato Grosso do Sul,,,-55.4119166666700,-22.8503333333333,"486,00",VFR,Sem Operação,09/27,"1.000,00","23,00",5700 Kg / 0.50 MPa,Asfalto,,,,,,,05/04/2022,PA2019-1228,https://pergamum.anac.gov.br/arquivos/PA2019-1228.pdf,"055°24'42.9W""","22°51'01.2S"""
MS0357,Privado,SSZF,Fazenda Santa Gertrudes,CORUMBÁ,Mato Grosso do Sul,,,-56.0216666666700,-18.4777777777778,"46,00",VFR,Sem Operação,08/26,"660,00","18,00",5700 Kg / 0.50 MPa,Grama,,,,,,,09/03/2025,PA2015-0586,https://pergamum.anac.gov.br/arquivos/PA2015-0586.pdf,"056°01'18.0W""","18°28'40.0S"""
MS0358,Privado,SSZG,Fazenda São João,PARAÍSO DAS ÁGUAS,Mato Grosso do Sul,,,-52.9002777777800,-19.2619444444444,"515,00",VFR,Sem Operação,05/23,"1.000,00","20,00",5000 Kg / 0.50 MPa,Terra,,,,,,,09/11/2022,PA2018-0105,https://pergamum.anac.gov.br/arquivos/PA2018-0105.pdf,"052°54'01.0W""","19°15'43.0S"""
MS0359,Privado,SSZH,Fazenda Corrientes,TACURU,Mato Grosso do Sul,,,-54.7141666666700,-23.6455555555556,"342,00",VFR,Sem Operação,05/23,"1.100,00","23,00",5600 Kg / 0.50 MPa,Grama,,,,,,,05/04/2022,PA2018-2183,https://pergamum.anac.gov.br/arquivos/PA2018-2183.pdf,"054°42'51.0W""","23°38'44.0S"""
MS0360,Privado,SSZL,Fazenda Córrego Azul,BRASILÂNDIA,Mato Grosso do Sul,,,-52.1575000000000,-21.4416666666667,"319,00",VFR,Sem Operação,06/24,"1.000,00","25,00",4000 Kg / 0.50 MPa,Grama,,,,,,,16/01/2023,PA2016-2293,https://pergamum.anac.gov.br/arquivos/PA2016-2293.pdf,"052°09'27.0W""","21°26'30.0S"""
MS0361,Privado,SSZP,Fazenda Santa Adriana,JATEÍ,Mato Grosso do Sul,,,-54.2158333333300,-22.6961111111111,"427,00",VFR,Sem Operação,18/36,"700,00","18,00",5670 Kg / 0.50 MPa,Terra,,,,,,,13/11/2023,PA2013-2960,https://pergamum.anac.gov.br/arquivos/PA2013-2960.pdf,"054°12'57.0W""","22°41'46.0S"""
MS0362,Privado,SSZQ,Fazenda Panorama,BELA VISTA,Mato Grosso do Sul,,,-56.2694166666700,-22.0387777777778,"365,00",VFR,Sem Operação,16/34,"1.450,00","20,00",5700 Kg / 0.50 MPa,Asfalto,,,,,,,04/11/2023,PA2013-2827,https://pergamum.anac.gov.br/arquivos/PA2013-2827.pdf,"056°16'09.9W""","22°02'19.6S"""
MS0364,Privado,SWBD,Fazenda Mundo Acabado,SONORA,Mato Grosso do Sul,,,-54.9300000000000,-17.9394444444444,"175,00",VFR,Sem Operação,14/32,"800,00","30,00",3000 Kg / 0.50 MPa,Grama,,,,,,,21/09/2022,PA2014-0058,https://pergamum.anac.gov.br/arquivos/PA2014-0058.pdf,"054°55'48.0W""","17°56'22.0S"""
MS0365,Privado,SWBT,Fazenda Tupi,NOVA ANDRADINA,Mato Grosso do Sul,,,-53.1286111111100,-21.8052777777778,"464,00",VFR,Sem Operação,04/22,"780,00","23,00",5000 Kg / 0.50 MPa,Grama,,,,,,,08/02/2027,PA2017-0294,https://pergamum.anac.gov.br/arquivos/PA2017-0294.pdf,"053°07'43.0W""","21°48'19.0S"""
MS0366,Privado,SWCC,Candote,TRÊS LAGOAS,Mato Grosso do Sul,,,-52.3016666666700,-20.8388888888889,"333,00",VFR,Sem Operação,01/19,"1.300,00","22,00",5700 Kg / 0.50 MPa,Asfalto,,,,,,,24/10/2024,PA2014-2473,https://pergamum.anac.gov.br/arquivos/PA2014-2473.pdf,"052°18'06.0W""","20°50'20.0S"""
MS0367,Privado,SWDB,Fazenda Barro Preto,CORUMBÁ,Mato Grosso do Sul,,,-57.2061111111100,-19.8186111111111,"95,00",VFR,Sem Operação,14/32,"1.000,00","50,00",5000 Kg / 0.50 MPa,Grama,,,,,,,14/02/2028,PA2018-0348,https://pergamum.anac.gov.br/arquivos/PA2018-0348.pdf,"057°12'22.0W""","19°49'07.0S"""
MS0368,Privado,SWDQ,Fazenda Baia Grande,RIO VERDE DE MATO GROSSO,Mato Grosso do Sul,,,-55.2066666666700,-18.8288888888889,"160,00",VFR,Sem Operação,03/21,"800,00","18,00",4000 Kg / 0.50 MPa,Saibro,,,,,,,22/05/2025,PA2015-1213,https://pergamum.anac.gov.br/arquivos/PA2015-1213.pdf,"055°12'24.0W""","18°49'44.0S"""
MS0369,Privado,SWDR,Fazenda Bandeirantes,TAQUARUSSU,Mato Grosso do Sul,,,-53.4472222222200,-22.6088888888889,"248,00",VFR,Sem Operação,12/30,"750,00","23,00",5600 Kg / 0.50 MPa,Grama,,,,,,,10/01/2022,PA2012-0054,https://pergamum.anac.gov.br/arquivos/PA2012-0054.pdf,"053°26'50.0W""","22°36'32.0S"""
MS0370,Privado,SWER,Fazenda Entre Rios,PORTO MURTINHO,Mato Grosso do Sul,,,-57.1091666666700,-21.365,"320,00",VFR,Sem Operação,11/29,"1.200,00","40,00",3000 Kg / 0.50 MPa,Terra,,,,,,,10/05/2023,PA2013-1150,https://pergamum.anac.gov.br/arquivos/PA2013-1150.pdf,"057°06'33.0W""","21°21'54.0S"""
MS0371,Privado,SWFD,Fazenda Don Felipe,PONTA PORÃ,Mato Grosso do Sul,,,-55.3758333333300,-22.5591666666667,"566,00",VFR,Sem Operação,13/31,"1.000,00","20,00",3000 Kg / 0.50 MPa,Grama,,,,,,,24/07/2024,PA2014-1673,https://pergamum.anac.gov.br/arquivos/PA2014-1673.pdf,"055°22'33.0W""","22°33'33.0S"""
MS0372,Privado,SWFG,Fazenda Guanabara,NOVA ALVORADA DO SUL,Mato Grosso do Sul,,,-54.4466666666700,-21.1213888888889,"457,00",VFR,Sem Operação,02/20,"800,00","18,00",3000 Kg / 0.50 MPa,Terra,,,,,,,10/05/2023,PA2016-1119,https://pergamum.anac.gov.br/arquivos/PA2016-1119.pdf,"054°26'48.0W""","21°07'17.0S"""
MS0373,Privado,SWFJ,Fazenda Estrela,ANTÔNIO JOÃO,Mato Grosso do Sul,,,-55.7969444444400,-22.2102777777778,"658,00",VFR,Sem Operação,07/25,"600,00","18,00",5000 Kg / 0.50 MPa,Grama,,,,,,,23/12/2025,PA2015-3384,https://pergamum.anac.gov.br/arquivos/PA2015-3384.pdf,"055°47'49.0W""","22°12'37.0S"""
MS0374,Privado,SWFK,Fazenda Kurupay,ANGÉLICA,Mato Grosso do Sul,,,-53.7311111111100,-22.0408333333333,"390,00",VFR,Sem Operação,15/33,"1.000,00","30,00",3000 Kg / 0.50 MPa,Grama,,,,,,,03/07/2023,PA2013-1683,https://pergamum.anac.gov.br/arquivos/PA2013-1683.pdf,"053°43'52.0W""","22°02'27.0S"""
MS0375,Privado,SWGC,Agricenter,PONTA PORÃ,Mato Grosso do Sul,,,-55.5752777777800,-22.6252777777778,"632,00",VFR,Sem Operação,18/36,"1.000,00","30,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,29/11/2022,PA2012-2580,https://pergamum.anac.gov.br/arquivos/PA2012-2580.pdf,"055°34'31.0W""","22°37'31.0S"""
MS0376,Privado,SWHM,Lobo Agropecuária,ALCINÓPOLIS,Mato Grosso do Sul,,,-53.6627777777800,-18.3125,"442,00",VFR,VFR,16/34,"1.200,00","18,00",7/F/C/Y/U,Asfalto,,,,,,,15/03/2027,PA2017-0654,https://pergamum.anac.gov.br/arquivos/PA2017-0654.pdf,"053°39'46.0W""","18°18'45.0S"""
MS0377,Privado,SWHN,Fazenda Colibri,SELVÍRIA,Mato Grosso do Sul,,,-51.8458333333300,-20.2269444444444,"424,00",VFR,Sem Operação,07/25,"900,00","40,00",5000 Kg / 0.50 MPa,Terra,,,,,,,11/03/2024,PA2014-0558,https://pergamum.anac.gov.br/arquivos/PA2014-0558.pdf,"051°50'45.0W""","20°13'37.0S"""
MS0378,Privado,SWHY,Fazenda Irerê,MARACAJU,Mato Grosso do Sul,,,-55.2661111111100,-21.4944444444444,"454,00",VFR,Sem Operação,02/20,"700,00","18,00",5000 Kg / 0.50 MPa,Grama,,,,,,,16/06/2027,PA2017-1778,https://pergamum.anac.gov.br/arquivos/PA2017-1778.pdf,"055°15'58.0W""","21°29'40.0S"""
MS0379,Privado,SWIZ,Fazenda 7 Reis,NOVA ALVORADA DO SUL,Mato Grosso do Sul,,,-54.4794444444400,-21.2955555555556,"463,00",VFR,Sem Operação,13/31,"1.200,00","20,00",5600 Kg / 0.50 MPa,Asfalto,,,,,,,09/09/2021,PA2018-0161,https://pergamum.anac.gov.br/arquivos/PA2018-0161.pdf,"054°28'46.0W""","21°17'44.0S"""
MS0380,Privado,SWJC,Fazenda Carandá,RIO VERDE DE MATO GROSSO,Mato Grosso do Sul,,,-55.0977777777800,-19.0513888888889,"180,00",VFR,Sem Operação,03/21,"1.100,00","18,00",5700 Kg / 0.50 MPa,Terra,,,,,,,05/06/2025,PA2015-1333,https://pergamum.anac.gov.br/arquivos/PA2015-1333.pdf,"055°05'52.0W""","19°03'05.0S"""
MS0381,Privado,SWJF,Fazenda São Francisco,CORUMBÁ,Mato Grosso do Sul,,,-56.8997222222200,-17.6480555555556,"106,00",VFR,Sem Operação,03/21,"550,00","20,00",5000 Kg / 0.50 MPa,Grama,,,,,,,10/09/2028,PA2018-2721,https://pergamum.anac.gov.br/arquivos/PA2018-2721.pdf,"056°53'59.0W""","17°38'53.0S"""
MS0382,Privado,SWJQ,Fazenda São João,PARANHOS,Mato Grosso do Sul,,,-55.4361111111100,-23.8425,"463,00",VFR,Sem Operação,02/20,"550,00","20,00",4500 Kg / 0.50 MPa,Grama,,,,,,,27/06/2027,PA2017-1796,https://pergamum.anac.gov.br/arquivos/PA2017-1796.pdf,"055°26'10.0W""","23°50'33.0S"""
MS0383,Privado,SWKB,Fazenda Baía do Lara,CORUMBÁ,Mato Grosso do Sul,,,-55.2883333333300,-17.5658333333333,"148,00",VFR,Sem Operação,01/19,"900,00","18,00",5000 Kg / 0.50 MPa,Grama,,,,,,,26/12/2027,PA2017-4079,https://pergamum.anac.gov.br/arquivos/PA2017-4079.pdf,"055°17'18.0W""","17°33'57.0S"""
MS0384,Privado,SWMA,Fazenda Córrego do Mato,FIGUEIRÃO,Mato Grosso do Sul,,,-53.5761111111100,-18.695,"571,00",VFR,Sem Operação,17/35,"1.000,00","18,00",5000 Kg / 0.50 MPa,Terra,,,,,,,21/09/2027,PA2017-3044,https://pergamum.anac.gov.br/arquivos/PA2017-3044.pdf,"053°34'34.0W""","18°41'42.0S"""
MS0385,Privado,SWMI,Fazenda Esplanada,BRASILÂNDIA,Mato Grosso do Sul,,,-52.8655555555600,-20.8683333333333,"405,00",VFR,Sem Operação,04/22,"1.128,00","26,00",5700 Kg / 0.50 MPa,Grama,,,,,,,15/09/2025,PA2015-2423,https://pergamum.anac.gov.br/arquivos/PA2015-2423.pdf,"052°51'56.0W""","20°52'06.0S"""
MS0386,Privado,SWMU,Fazenda Três Muchachas,BANDEIRANTES,Mato Grosso do Sul,,,-54.0319444444400,-19.6427777777778,"558,00",VFR,Sem Operação,02/20,"800,00","18,00",4000 Kg / 0.50 MPa,Saibro,,,,,,,21/12/2026,PA2016-3565,https://pergamum.anac.gov.br/arquivos/PA2016-3565.pdf,"054°01'55.0W""","19°38'34.0S"""
MS0387,Privado,SWNL,Fazenda São Sebastião,RIBAS DO RIO PARDO,Mato Grosso do Sul,,,-54.0516666666700,-20.1791666666667,"504,00",VFR,Sem Operação,04/22,"1.200,00","20,00",5600 Kg / 0.50 MPa,Terra,,,,,,,23/02/2026,PA2016-0354,https://pergamum.anac.gov.br/arquivos/PA2016-0354.pdf,"054°03'06.0W""","20°10'45.0S"""
MS0388,Privado,SWOC,Fazenda São Bento do Bocajah,CARACOL,Mato Grosso do Sul,,,-57.3647222222200,-22.0252777777778,"135,00",VFR,Sem Operação,15/33,"650,00","38,00",3000 Kg / 0.50 MPa,Cascalho,,,,,,,31/10/2022,PA2012-2298,https://pergamum.anac.gov.br/arquivos/PA2012-2298.pdf,"057°21'53.0W""","22°01'31.0S"""
MS0389,Privado,SWOM,Fazenda Marialva,NAVIRAÍ,Mato Grosso do Sul,,,-53.9802777777800,-23.0186111111111,"303,00",VFR,Sem Operação,14/32,"900,00","18,00",5700 Kg / 0.50 MPa,Grama,,,,,,,22/11/2028,PA2018-3430,https://pergamum.anac.gov.br/arquivos/PA2018-3430.pdf,"053°58'49.0W""","23°01'07.0S"""
MS0390,Privado,SWOY,Fazenda Santa Rita I,PEDRO GOMES,Mato Grosso do Sul,,,-54.6573055555600,-17.9004444444444,"206,00",VFR,Sem Operação,08/26,"900,00","18,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,15/07/2026,PA2016-1814,https://pergamum.anac.gov.br/arquivos/PA2016-1814.pdf,"054°39'26.3W""","17°54'01.6S"""
MS0391,Privado,SWQG,Fazenda Sossego,MARACAJU,Mato Grosso do Sul,,,-55.4211111111100,-21.4572222222222,"520,00",VFR,Sem Operação,11/29,"900,00","35,00",5700 Kg / 0.50 MPa,Grama,,,,,,,29/03/2023,PA2013-0709,https://pergamum.anac.gov.br/arquivos/PA2013-0709.pdf,"055°25'16.0W""","21°27'26.0S"""
MS0392,Privado,SWQS,Fazenda Santa Rosa,RIBAS DO RIO PARDO,Mato Grosso do Sul,,,-53.4352777777800,-20.9413888888889,"434,00",VFR,Sem Operação,12/30,"950,00","40,00",5700 Kg / 0.50 MPa,Grama,,,,,,,20/05/2023,PA2013-2125,https://pergamum.anac.gov.br/arquivos/PA2013-2125.pdf,"053°26'07.0W""","20°56'29.0S"""
MS0393,Privado,SWQX,Fazenda Cachoeira,ÁGUA CLARA,Mato Grosso do Sul,,,-53.0813888888900,-19.6983333333333,"494,00",VFR,Sem Operação,14/32,"1.100,00","20,00",5600 Kg / 0.50 MPa,Terra,,,,,,,29/05/2025,PA2015-1282,https://pergamum.anac.gov.br/arquivos/PA2015-1282.pdf,"053°04'53.0W""","19°41'54.0S"""
MS0394,Privado,SWSU,Fazenda Santa Umbelina,NAVIRAÍ,Mato Grosso do Sul,,,-53.8294444444400,-22.9377777777778,"345,00",VFR,Sem Operação,04/22,"1.199,00","23,00",5700 Kg / 0.50 MPa,Grama,,,,,,,06/04/2028,PA2018-1033,https://pergamum.anac.gov.br/arquivos/PA2018-1033.pdf,"053°49'46.0W""","22°56'16.0S"""
MS0395,Privado,SWTC,Fazenda Beatriz,BRASILÂNDIA,Mato Grosso do Sul,,,-52.1044444444400,-21.0719444444444,"293,00",VFR,Sem Operação,15/33,"980,00","18,00",8/F/C/Y/U,Cascalho,,,,,,,06/11/2024,PA2014-2585,https://pergamum.anac.gov.br/arquivos/PA2014-2585.pdf,"052°06'16.0W""","21°04'19.0S"""
MS0396,Privado,SWTZ,Fazenda Santo Antônio - Zampieri,RIBAS DO RIO PARDO,Mato Grosso do Sul,,,-53.5355555555600,-20.7391666666667,"402,00",VFR,Sem Operação,14/32,"800,00","18,00",4000 Kg / 0.50 MPa,Saibro,,,,,,,17/05/2026,PA2016-1199,https://pergamum.anac.gov.br/arquivos/PA2016-1199.pdf,"053°32'08.0W""","20°44'21.0S"""
MS0397,Privado,SWUN,Fazenda União,INOCÊNCIA,Mato Grosso do Sul,,,-52.0608333333300,-19.2925,"536,00",VFR,Sem Operação,13/31,"600,00","18,00",5000 Kg / 0.50 MPa,Terra,,,,,,,13/06/2023,PA2013-1505,https://pergamum.anac.gov.br/arquivos/PA2013-1505.pdf,"052°03'39.0W""","19°17'33.0S"""
MS0398,Privado,SWVU,Fazenda Ramalhete,RIO BRILHANTE,Mato Grosso do Sul,,,-54.5766666666700,-21.7333333333333,"335,00",VFR,Sem Operação,18/36,"900,00","40,00",5700 Kg / 0.50 MPa,Grama,,,,,,,19/03/2023,PA2013-0707,https://pergamum.anac.gov.br/arquivos/PA2013-0707.pdf,"054°34'36.0W""","21°44'00.0S"""
MS0399,Privado,SWVY,Fazenda Floresta Negra,SETE QUEDAS,Mato Grosso do Sul,,,-54.6997222222200,-23.815,"385,00",VFR,Sem Operação,12/30,"1.000,00","23,00",3000 Kg / 0.50 MPa,Asfalto,,,,,,,26/07/2026,PA2016-1889,https://pergamum.anac.gov.br/arquivos/PA2016-1889.pdf,"054°41'59.0W""","23°48'54.0S"""
MS0400,Privado,SWWH,Fazenda Marca Salto,ANGÉLICA,Mato Grosso do Sul,,,-53.9033333333300,-21.9827777777778,"335,00",VFR,Sem Operação,03/21,"1.000,00","45,00",5000 Kg / 0.50 MPa,Grama,,,,,,,19/04/2023,PA2013-1016,https://pergamum.anac.gov.br/arquivos/PA2013-1016.pdf,"053°54'12.0W""","21°58'58.0S"""
MS0401,Privado,SWXL,Fazenda Santa Maria,INOCÊNCIA,Mato Grosso do Sul,,,-51.9502777777800,-19.7211111111111,"445,00",VFR,Sem Operação,14/32,"700,00","20,00",5000 Kg / 0.50 MPa,Terra,,,,,,,16/05/2023,PA2013-3237,https://pergamum.anac.gov.br/arquivos/PA2013-3237.pdf,"051°57'01.0W""","19°43'16.0S"""
MS0402,Privado,SWXP,Fazenda Palmeiras,CORUMBÁ,Mato Grosso do Sul,,,-57.0191666666700,-17.9711111111111,"104,00",VFR,Sem Operação,09/27,"800,00","18,00",5000 Kg / 0.50 MPa,Grama,,,,,,,20/01/2027,PA2017-0104,https://pergamum.anac.gov.br/arquivos/PA2017-0104.pdf,"057°01'09.0W""","17°58'16.0S"""
MS0403,Privado,SWZR,Fazenda Ponto de Apoio,ÁGUA CLARA,Mato Grosso do Sul,,,-52.6875000000000,-20.4663888888889,"402,00",VFR,Sem Operação,03/21,"900,00","40,00",5000 Kg / 0.50 MPa,Terra,,,,,,,16/10/2022,PA2013-1154,https://pergamum.anac.gov.br/arquivos/PA2013-1154.pdf,"052°41'15.0W""","20°27'59.0S"""
MS0404,Privado,SWZV,Fazenda Rodoserv III,BELA VISTA,Mato Grosso do Sul,,,-56.7738888888900,-21.8622222222222,"305,00",VFR,Sem Operação,18/36,"800,00","20,00",5700 Kg / 0.50 MPa,Grama,,,,,,,28/09/2022,PA2012-1957,https://pergamum.anac.gov.br/arquivos/PA2012-1957.pdf,"056°46'26.0W""","21°51'44.0S"""
MS0408,Privado,SWQQ,Fazenda Taquarussu,SETE QUEDAS,Mato Grosso do Sul,,,-54.9819444444400,-23.9036111111111,"332,00",VFR,Sem Operação,03/21,"900,00","23,00",5700 Kg / 0.50 MPa,Grama,,,,,,,30/11/2028,PA2018-3506,https://pergamum.anac.gov.br/arquivos/PA2018-3506.pdf,"054°58'55.0W""","23°54'13.0S"""
MS0409,Privado,SNPS,Fazenda Seriema,NOVA ANDRADINA,Mato Grosso do Sul,,,-53.3391666666700,-22.0536111111111,"439,00",VFR,Sem Operação,09/27,"800,00","18,00",5700 Kg / 0.50 MPa,Grama,,,,,,,,,,"053°20'21.0W""","22°03'13.0S"""
MS0410,Privado,SSYV,Fazenda Indaiá,CHAPADÃO DO SUL,Mato Grosso do Sul,,,-52.9016666666700,-18.6797222222222,"851,00",VFR,Sem Operação,03/21,"1.000,00","18,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,29/01/2029,PA2019-0056,https://pergamum.anac.gov.br/arquivos/PA2019-0056.pdf,"052°54'06.0W""","18°40'47.0S"""
MS0411,Privado,SDMK,Fazenda Tropical,BRASILÂNDIA,Mato Grosso do Sul,,,-52.5227777777800,-20.9705555555556,"397,00",VFR,Sem Operação,04/22,"900,00","18,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,29/01/2029,PA2019-0081,https://pergamum.anac.gov.br/arquivos/PA2019-0081.pdf,"052°31'22.0W""","20°58'14.0S"""
MS0412,Privado,SIWU,Fazenda São Sebastião,AQUIDAUANA,Mato Grosso do Sul,,,-56.4116944444400,-19.3586944444444,"106,00",VFR,Sem Operação,14/32,"800,00","25,00",5000 Kg / 0.50 MPa,Grama,,,,,,,29/01/2029,PA2019-0084,https://pergamum.anac.gov.br/arquivos/PA2019-0084.pdf,"056°24'42.1W""","19°21'31.3S"""
MS0413,Privado,SDQK,Fazenda Taboca,RIO VERDE DE MATO GROSSO,Mato Grosso do Sul,,,-55.3675833333300,-18.8845,"154,00",VFR,Sem Operação,05/23,"1.000,00","25,00",5000 Kg / 0.50 MPa,Grama,,,,,,,29/01/2029,PA2019-0085,https://pergamum.anac.gov.br/arquivos/PA2019-0085.pdf,"055°22'03.3W""","18°53'04.2S"""
MS0414,Privado,SIYX,Fazenda Tereré,PORTO MURTINHO,Mato Grosso do Sul,,,-57.8471111111100,-21.3417222222222,"84,00",VFR,Sem Operação,14/32,"1.000,00","18,00",5600 Kg / 0.50 MPa,Terra,,,,,,,28/01/2029,PA2019-0175,https://pergamum.anac.gov.br/arquivos/PA2019-0175.pdf,"057°50'49.6W""","21°20'30.2S"""
MS0415,Privado,SDWE,Palmeiras,CORUMBÁ,Mato Grosso do Sul,,,-57.0495277777800,-18.9343611111111,"98,00",VFR,Sem Operação,02/20,"800,00","36,00",5000 Kg / 0.50 MPa,Grama,,,,,,,14/02/2029,PA2019-0314,https://pergamum.anac.gov.br/arquivos/PA2019-0314.pdf,"057°02'58.3W""","18°56'03.7S"""
MS0416,Privado,SJTG,Fazenda Matão,PORTO MURTINHO,Mato Grosso do Sul,,,-57.4480555555600,-20.9213888888889,"118,00",VFR,Sem Operação,15/33,"800,00","18,00",5600 Kg / 0.50 MPa,Terra,,,,,,,14/02/2029,PA2019-0335,https://pergamum.anac.gov.br/arquivos/PA2019-0335.pdf,"057°26'53.0W""","20°55'17.0S"""
MS0417,Privado,SWJR,Fazenda Santa Rita,AQUIDAUANA,Mato Grosso do Sul,,,-55.5200000000000,-19.2511111111111,"134,00",VFR,VFR,17/35,"1.200,00","18,00",5700 Kg / 0.50 MPa,Grama,,,,,,,,,,"055°31'12.0W""","19°15'04.0S"""
MS0419,Privado,SWHD,Fazenda Ipuitã,NAVIRAÍ,Mato Grosso do Sul,,,-53.9011944444400,-23.0220277777778,"324,00",VFR,Sem Operação,02/20,"1.198,00","23,00",5700 Kg / 0.50 MPa,Grama,,,,,,,14/08/2029,PA2019-2365,https://pergamum.anac.gov.br/arquivos/PA2019-2365.pdf,"053°54'04.3W""","23°01'19.3S"""
MS0420,Privado,SJJC,Fazenda Cachoeira,PONTA PORÃ,Mato Grosso do Sul,,,-55.3608888888900,-22.5002222222222,"497,00",VFR,Sem Operação,08/26,"742,00","20,00",5700 Kg / 0.50 MPa,Terra,,,,,,,28/02/2029,PA2019-0532,https://pergamum.anac.gov.br/arquivos/PA2019-0532.pdf,"055°21'39.2W""","22°30'00.8S"""
MS0421,Privado,SSVV,Fazenda Garimpinho,FIGUEIRÃO,Mato Grosso do Sul,,,-54.3008333333300,-18.7191666666667,"306,00",VFR,Sem Operação,16/34,"700,00","18,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,23/04/2029,PA2019-1203,https://pergamum.anac.gov.br/arquivos/PA2019-1203.pdf,"054°18'03.0W""","18°43'09.0S"""
MS0422,Privado,SJHN,Fazenda Meio Século,ITAQUIRAÍ,Mato Grosso do Sul,,,-54.1861111111100,-23.2808333333333,"386,00",VFR,Sem Operação,01/19,"1.150,00","23,00",5000 Kg / 0.50 MPa,Grama,,,,,,,01/04/2029,PA2019-0920,https://pergamum.anac.gov.br/arquivos/PA2019-0920.pdf,"054°11'10.0W""","23°16'51.0S"""
